event_id,source_camera,source_pixel_x,source_pixel_y,renderer_median_event_depth,world_x,world_y,world_z,event_normal_x,event_normal_y,event_normal_z,chart_u,chart_v,chart_n,fixed_projected_u,fixed_projected_v,fixed_projected_n,fixed_is_u_min_owner,fixed_is_u_max_owner,fixed_is_v_min_owner,fixed_is_v_max_owner,fixed_leave_one_out_delta_u_span,fixed_extent_reduction_u_span,fixed_leave_one_out_delta_v_span,fixed_extent_reduction_v_span,fixed_leave_one_out_delta_rectangular_chart_area,fixed_extent_reduction_rectangular_chart_area,fixed_relative_area_change,pca_pca_origin_shift_world,pca_axis_u_angle_degrees,pca_axis_v_angle_degrees,pca_axis_n_angle_degrees,pca_right_handed_sign_alignment,pca_joint_axis_rotation_angle_degrees,pca_leave_one_out_delta_u_span,pca_extent_reduction_u_span,pca_leave_one_out_delta_v_span,pca_extent_reduction_v_span,pca_leave_one_out_delta_rectangular_chart_area,pca_extent_reduction_rectangular_chart_area,review_extrema_owner,fixed_area_rank,pca_area_rank,fixed_area_leverage_is_not_a_decision,pca_orientation_is_not_a_decision
1332,DSC08003.JPG,254.0,164.0,4.537784576416016,1.3612162685593097,1.527271566905157,1.0052574692005338,0.15887950140915624,0.9078069064585081,0.3881287474771887,1.0763033495758942,0.9471170330882387,1.772160030464735,1.0763033495758942,0.9471170330882387,1.772160030464735,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,2.2148108445037532e-05,0.0004078733261119404,0.00040435714982111937,5.699218876595828e-05,"[1, 1, 1]",0.00040811451959242773,1.068468788556487e-06,-1.068468788556487e-06,-1.711780398094831e-06,1.711780398094831e-06,-9.682328490079328e-07,9.682328490079328e-07,False,1334,1542,True,True
1333,DSC08003.JPG,255.0,164.0,4.538907051086426,1.3556182296446717,1.5308783389237293,0.9986867862536113,0.18350929831631232,0.8633748258588971,0.4700087738591418,1.06702491494572,0.9483108627117919,1.77223838935858,1.06702491494572,0.9483108627117919,1.77223838935858,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,1.6252111285567858e-05,0.00021522548174361393,0.00021104794093335086,4.4812951303591474e-05,"[1, 1, 1]",0.00021548949158662058,5.086121028785584e-07,-5.086121028785584e-07,-8.728271323477088e-07,8.728271323477088e-07,-5.610804221234389e-07,5.610804221234389e-07,False,1335,1555,True,True
1334,DSC08003.JPG,256.0,164.0,4.540029525756836,1.3500169790366405,1.5344866133024504,0.9921130583738911,0.2535815248429456,0.8120053859108406,0.525683995866446,1.0577418076465877,0.9495047400028022,1.7723166612533943,1.0577418076465877,0.9495047400028022,1.7723166612533943,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,1.0360437358014263e-05,8.497943252639785e-05,7.992251669119106e-05,3.036602938116383e-05,"[1, 1, 1]",8.524065138353693e-05,1.48571620783855e-07,-1.48571620783855e-07,-3.1363712160725754e-07,3.1363712160725754e-07,-2.65269651134048e-07,2.65269651134048e-07,False,1336,1572,True,True
1335,DSC08003.JPG,257.0,164.0,4.669977188110352,1.4466306617346223,1.6036877352453187,0.9374581752923324,-0.3397838071616635,0.5255944138272651,0.7799342770671764,1.0670352267792527,1.0766604759773686,1.8015605730448745,1.0670352267792527,1.0766604759773686,1.8015605730448745,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,8.300919211877287e-05,0.009076549317506226,0.015229079376621265,0.012339655276321759,"[1, 1, 1]",0.015273763414593118,-3.1752080111857595e-05,3.1752080111857595e-05,-3.246939102186097e-05,3.246939102186097e-05,-0.00011521114413692857,0.00011521114413692857,False,1337,261,True,True
1336,DSC08003.JPG,258.0,164.0,4.5478692054748535,1.3432360557299332,1.5445599702441417,0.9768609021416358,0.1119311250582948,0.855109726579041,0.5062200892429123,1.0399568902901104,0.9573631335887556,1.773739361352086,1.0399568902901104,0.9573631335887556,1.773739361352086,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.307926648635736e-06,2.645320890690588e-05,5.788686060962708e-05,5.216410256021996e-05,"[1, 1, 1]",5.818202742147258e-05,9.949121082541978e-08,-9.949121082541978e-08,-4.1987998322667863e-07,4.1987998322667863e-07,-5.402019147560111e-07,5.402019147560111e-07,False,1338,1557,True,True
1337,DSC08003.JPG,259.0,164.0,4.597787857055664,1.3761955557405028,1.5730863801539006,0.9519271402203052,-0.5965948309249811,-0.793362055480333,-0.12104237537992354,1.0374831436995056,1.006270937031137,1.7848607159046033,1.0374831436995056,1.006270937031137,1.7848607159046033,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,3.587230746630851e-05,0.000619620304970012,0.0025092272383402136,0.0024342817500458713,"[1, 1, 1]",0.002510565503495326,2.1727330847820525e-06,-2.1727330847820525e-06,-1.7062099229470107e-05,1.7062099229470107e-05,-2.5433268232344375e-05,2.5433268232344375e-05,False,1339,999,True,True
1338,DSC08003.JPG,260.0,164.0,4.596916198730469,1.3689299309762903,1.5757177469820083,0.9460197927717101,0.4564004807352544,0.8556278683090367,0.2441301950959008,1.0277929622862556,1.0055162231363068,1.7844852966828215,1.0277929622862556,1.0055162231363068,1.7844852966828215,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,3.630394531517192e-05,0.0021003432108435294,0.0031279679808849962,0.0023500993921606703,"[1, 1, 1]",0.0031399515115038013,7.353241010976674e-06,-7.353241010976674e-06,-2.3000253222660305e-05,2.3000253222660305e-05,-2.604796697491807e-05,2.604796697491807e-05,False,1340,988,True,True
1339,DSC08003.JPG,261.0,164.0,4.596044540405273,1.3616668002543575,1.5783479471515134,0.9401148098673605,0.49962168405758667,0.8636326616125364,0.06720713217737631,1.0181064094366665,1.0047614722252884,1.7841099450201863,1.0181064094366665,1.0047614722252884,1.7841099450201863,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,3.7740984523446154e-05,0.003538447444523398,0.004161476938859394,0.0022829158561802096,"[1, 1, 1]",0.0041862993628676995,1.2367749595787458e-05,-1.2367749595787458e-05,-2.87659691113884e-05,2.87659691113884e-05,-2.6673847490776836e-05,2.6673847490776836e-05,False,1341,983,True,True
1340,DSC08003.JPG,262.0,164.0,4.595173358917236,1.354406538516918,1.5809772250395973,0.9342120103158071,0.10947134964100799,0.9782563037241065,0.1761551243416572,1.0084235489652305,1.0040071505872785,1.7837347687791398,1.0084235489652305,1.0040071505872785,1.7837347687791398,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.0074604150011393e-05,0.004934041669529927,0.00534243891188856,0.0022313932450699152,"[1, 1, 1]",0.0053789188418900315,1.721668531717846e-05,-1.721668531717846e-05,-3.4359747668188945e-05,3.4359747668188945e-05,-2.7310975529548642e-05,2.7310975529548642e-05,False,1342,976,True,True
1341,DSC08003.JPG,263.0,164.0,4.563292503356934,1.3228098906708043,1.5676922477753237,0.9401368763013914,0.009034916690909917,0.9780988276750071,0.2079448330234851,0.9946588749216919,0.9729284142972495,1.776346351353149,0.9946588749216919,0.9729284142972495,1.776346351353149,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,3.2709147913706885e-05,0.0028734555917675347,0.0028731467234854756,0.0005184494333373026,"[1, 1, 1]",0.0028965936612255776,1.0038694285618988e-05,-1.0038694285618988e-05,-1.4809373898971856e-05,1.4809373898971856e-05,-6.896846730164441e-06,6.896846730164441e-06,False,1343,1359,True,True
1342,DSC08003.JPG,264.0,164.0,4.559413909912109,1.3132428221167842,1.5687531292807009,0.9354317958340802,-0.13648687269232787,0.9782455217187932,0.1562275034038326,0.9846578529071215,0.9692323465376078,1.7752924565434736,0.9846578529071215,0.9692323465376078,1.7752924565434736,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,3.768283159835816e-05,0.0028914583314486966,0.0028795746137587055,0.00043115653667768534,"[1, 1, 1]",0.0029015836202940406,1.006249108637114e-05,-1.006249108637114e-05,-1.4170448556782844e-05,1.4170448556782844e-05,-5.748660468540834e-06,5.748660468540834e-06,False,1344,1384,True,True
1343,DSC08003.JPG,265.0,164.0,4.564416408538818,1.3106320333132047,1.5743781747101775,0.9273264084997525,-0.011240896435333457,0.9821486099087287,0.1877704723903156,0.975806066057441,0.9742213161306397,1.7762467678489078,0.975806066057441,0.9742213161306397,1.7762467678489078,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.400392417532107e-05,0.0042668010872615,0.004253661478601818,0.0006328760922679358,"[1, 1, 1]",0.004283676013090717,1.4788108531949007e-05,-1.4788108531949007e-05,-2.1055628161237294e-05,2.1055628161237294e-05,-8.846473624757323e-06,8.846473624757323e-06,False,1345,1313,True,True
1344,DSC08003.JPG,266.0,164.0,4.530857086181641,1.2779060249584226,1.5601439079135133,0.9340696164764597,0.24965677292193844,-0.9120831175992218,-0.3252320438159314,0.9620938290577891,0.9414984154353814,1.7684838331946253,0.9620938290577891,0.9414984154353814,1.7684838331946253,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.0475605082672274e-05,0.0021955127551219486,0.002174857277683404,0.00032206623414256664,"[1, 1, 1]",0.0021970441094270776,-7.760990284211289e-06,7.760990284211289e-06,9.165748574568866e-06,-9.165748574568866e-06,1.38661410842289e-06,-1.38661410842289e-06,False,1346,1523,True,True
1345,DSC08003.JPG,267.0,164.0,4.54045295715332,1.2789007382347355,1.5681259933582954,0.9242128235799848,0.08386386157630793,-0.9377709303397603,-0.3369755702290751,0.9538475777047402,0.9509792426324621,1.770477012322377,0.9538475777047402,0.9509792426324621,1.770477012322377,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.5276620173826516e-05,0.0001052014052798365,6.578490768819092e-05,8.207780379341904e-05,"[1, 1, 1]",0.00010519101142462367,-4.7527374746891837e-07,4.7527374746891837e-07,2.8895350268065556e-07,-2.8895350268065556e-07,-3.856154791037625e-07,3.856154791037625e-07,False,1347,1566,True,True
1346,DSC08003.JPG,268.0,164.0,4.517634391784668,1.254658411792873,1.5593784962614659,0.9269108239427075,-0.0025852689626515634,0.9212321046296754,0.38900478889593326,0.941628205941677,0.9287589405553095,1.7651447115013184,0.941628205941677,0.9287589405553095,1.7651447115013184,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,6.467183610315704e-05,0.006370054268901151,0.006322050653311548,0.0009900200314654688,"[1, 1, 1]",0.006384592970093838,-2.2489755993060356e-05,2.2489755993060356e-05,2.5458691855773097e-05,-2.5458691855773097e-05,2.114228029537202e-06,-2.114228029537202e-06,False,1348,1494,True,True
1347,DSC08003.JPG,269.0,164.0,4.538852214813232,1.264666665144314,1.573375224681693,0.9125194118410522,-0.07367578423784016,0.9122145123336042,0.40303419495733117,0.9347555505167252,0.9496064885521984,1.7697634379300209,0.9347555505167252,0.9496064885521984,1.7697634379300209,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,6.733364767922197e-05,0.0005363119000532632,0.0004917654678223289,0.00021422914463503065,"[1, 1, 1]",0.0005363574297156304,-2.2309923235486195e-06,2.2309923235486195e-06,2.141771788144453e-06,-2.141771788144453e-06,-4.5320658470515696e-07,4.5320658470515696e-07,False,1349,1564,True,True
1348,DSC08003.JPG,270.0,164.0,4.5402398109436035,1.2592484446778145,1.5771312719893638,0.9058208245867158,-0.21238215758622714,-0.8336472041867378,-0.5098295382680905,0.9254709149099524,0.9510600001809885,1.7699009922808442,0.9254709149099524,0.9510600001809885,1.7699009922808442,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.318223156109978e-05,0.00021751800145803558,6.080403041558582e-05,0.00020884322585286848,"[1, 1, 1]",0.00021751632589040053,-8.792049457362339e-07,8.792049457362339e-07,2.657173581166461e-07,-2.657173581166461e-07,-1.177781210337514e-06,1.177781210337514e-06,False,1350,1535,True,True
1349,DSC08003.JPG,271.0,164.0,4.545520305633545,1.2568371584849933,1.5829077185941736,0.8975917050776867,0.17419655259480926,0.7665863717405977,0.6180622102391231,0.9166285598998521,0.9563210996888737,1.770917670312118,0.9166285598998521,0.9563210996888737,1.770917670312118,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.88221212949595e-05,0.001780629219592871,0.0017802971926388063,3.466993863517322e-05,"[1, 1, 1]",0.0017806320851540514,5.397381169114368e-06,-5.397381169114368e-06,-7.888405534339782e-06,7.888405534339782e-06,-3.580309852591057e-06,3.580309852591057e-06,False,1351,1435,True,True
1350,DSC08003.JPG,272.0,164.0,4.609808921813965,1.299965299391668,1.6193275575824495,0.8661256449088305,0.051965937628837916,0.5188839324185647,0.8532637376592317,0.9144329995202788,1.0192977749005376,1.7852589410526158,0.9144329995202788,1.0192977749005376,1.7852589410526158,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,9.135602313411945e-05,0.024438214806330186,0.02448584215023714,0.0041069006188820525,"[1, 1, 1]",0.02463381253218816,8.39676869679451e-05,-8.39676869679451e-05,-0.00012627859597835744,0.00012627859597835744,-6.185599630947891e-05,6.185599630947891e-05,False,1352,566,True,True
1351,DSC08003.JPG,273.0,164.0,4.607946395874023,1.2919351514955033,1.6214442758871384,0.8606086616579569,0.03761650856077989,0.6387372332128418,0.7685048764915553,0.9046314629045163,1.017573895257405,1.7846597793449268,0.9046314629045163,1.017573895257405,1.7846597793449268,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,9.63147562797933e-05,0.025655221691611493,0.025667471069290813,0.004012440485479009,"[1, 1, 1]",0.025817718233745457,8.799586461538667e-05,-8.799586461538667e-05,-0.0001304767967056364,0.0001304767967056364,-6.161066501686463e-05,6.161066501686463e-05,False,1353,568,True,True
1352,DSC08003.JPG,274.0,164.0,4.606084823608398,1.2839110662849915,1.623558997733609,0.855096352969092,0.034061416471246324,0.9973609005336869,0.06411750146883151,0.8948377834729334,1.0158508693408972,1.7840609772764098,0.8948377834729334,1.0158508693408972,1.7840609772764098,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.00010141698963821631,0.026775497681006684,0.026759335330196525,0.003920141001786637,"[1, 1, 1]",0.02691056308280495,9.167058371373216e-05,-9.167058371373216e-05,-0.00013429013947474644,0.00013429013947474644,-6.135841523002838e-05,6.135841523002838e-05,False,1354,574,True,True
1353,DSC08003.JPG,275.0,164.0,4.604225158691406,1.2758937718148728,1.6256722220876794,0.8495883357631061,-0.018395745639752173,0.9893611627003148,0.14431246059380626,0.8850520570946595,1.0141296300534066,1.783462749980625,0.8850520570946595,1.0141296300534066,1.783462749980625,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.00010664142049080244,0.02779964391623634,0.02776089916165057,0.00382827609478548,"[1, 1, 1]",0.027911856112511974,9.499402774615362e-05,-9.499402774615362e-05,-0.00013772134850364992,0.00013772134850364992,-6.109988076685724e-05,6.109988076685724e-05,False,1355,575,True,True
1354,DSC08003.JPG,276.0,164.0,4.602366924285889,1.2678828945072862,1.627783703933951,0.8440847925249635,0.07127998462143326,0.9855955111722211,0.15336444225939838,0.8752742219401921,1.0124097110854828,1.7828649896320865,0.8752742219401921,1.0124097110854828,1.7828649896320865,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.00011197000952302577,0.028727733829648522,0.028671346447346053,0.0037350947015121864,"[1, 1, 1]",0.028820823458422073,9.796652514060256e-05,-9.796652514060256e-05,-0.00014077006220070132,0.00014077006220070132,-6.0833818036343246e-05,6.0833818036343246e-05,False,1356,585,True,True
1355,DSC08003.JPG,277.0,164.0,4.600510120391846,1.2598784282226332,1.6298934461443968,0.8385857174338492,-0.37982301295861776,-0.8277482510579971,-0.41299795604514183,0.8655042690770725,1.0106911125282514,1.7822676960644839,0.8655042690770725,1.0106911125282514,1.7822676960644839,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.00011738776799746421,0.02956001005489397,0.029490216047398723,0.003639013844599633,"[1, 1, 1]",0.02963704996705389,0.00010058896240261461,-0.00010058896240261461,-0.00014343692313256717,0.00014343692313256717,-6.0559680321148335e-05,6.0559680321148335e-05,False,1357,589,True,True
1356,DSC08003.JPG,278.0,164.0,4.627659797668457,1.2740234236798413,1.6471769979800082,0.8214401360202569,-0.26534783510855603,-0.5278322107048002,-0.8068355989578583,0.8586579532733756,1.0373471278199675,1.7882139412017672,0.8586579532733756,1.0373471278199675,1.7882139412017672,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.00012794063741093116,0.04450422069744869,0.044509533346686385,0.006670629828058759,"[1, 1, 1]",0.04475612542088426,0.00015202823247406627,-0.00015202823247406627,-0.0002250232929690288,0.0002250232929690288,-0.00010576963707231712,0.00010576963707231712,False,1358,307,True,True
1357,DSC08003.JPG,279.0,164.0,4.596800804138184,1.2438887041637186,1.6341077231456924,0.8276009484094488,0.4878959708502146,0.7771122067562092,0.3975602341012257,0.845987974495035,1.007257877010351,1.7810745086068416,0.845987974495035,1.007257877010351,1.7810745086068416,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.00012844254580076734,0.03093808769755153,0.030852009649826675,0.0034324456123846717,"[1, 1, 1]",0.030990268262747533,0.00010478703624183794,-0.00010478703624183794,-0.00014762762867426282,0.00014762762867426282,-5.9985257883532483e-05,5.9985257883532483e-05,False,1359,594,True,True
1358,DSC08003.JPG,242.0,165.0,4.534801006317139,1.4340943867696698,1.4960735965032261,1.086225009471082,0.05197516162042528,0.6411462577747795,0.7656566193248295,1.188923331619263,0.9400921807876929,1.7825363083741153,1.188923331619263,0.9400921807876929,1.7825363083741153,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,9.358207021415422e-05,0.005270172040133323,0.00464232195528595,0.002561246801883476,"[1, 1, 1]",0.0052861068343128485,5.946426410607941e-06,-5.946426410607941e-06,-1.8122403638187734e-05,1.8122403638187734e-05,-2.0239548161882226e-05,2.0239548161882226e-05,False,1360,1076,True,True
1359,DSC08003.JPG,243.0,165.0,4.466392517089844,1.3719960672550342,1.4648175468348414,1.104214210088214,-0.1610115649010433,-0.8908523302283019,-0.42480277976364716,1.1676271395970774,0.8733653563076605,1.7667010197306174,1.1676271395970774,0.8733653563076605,1.7667010197306174,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,9.358702548140516e-05,0.027620633730451316,0.027630085005923937,0.0013813857079787806,"[1, 1, 1]",0.02764262316537173,8.80368089424266e-05,-8.80368089424266e-05,-0.0001293032755078638,0.0001293032755078638,-5.950683687272473e-05,5.950683687272473e-05,False,1361,600,True,True
1360,DSC08003.JPG,244.0,165.0,4.468785762786865,1.3675484048237159,1.4690077896257896,1.0973084530582689,-0.16489738765556855,-0.8919671757088536,-0.4209553527422357,1.1587405729406774,0.8757980248156243,1.7670756834443826,1.1587405729406774,0.8757980248156243,1.7670756834443826,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,8.802064700831886e-05,0.02486982096282288,0.024878931022104,0.001206453156833746,"[1, 1, 1]",0.024889000919278877,7.915308039962987e-05,-7.915308039962987e-05,-0.00011631923270227773,0.00011631923270227773,-5.361133983239341e-05,5.361133983239341e-05,False,1362,667,True,True
1361,DSC08003.JPG,245.0,165.0,4.563480377197266,1.4378635127376331,1.5195922719951247,1.0575745359820343,0.17470152458579918,0.9222867258156029,0.3447703187510962,1.165458607983044,0.9683969861005927,1.7885719342303907,1.165458607983044,0.9683969861005927,1.7885719342303907,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.974371270746374e-05,0.006801955167536026,0.006053759570649132,0.0033873737063765466,"[1, 1, 1]",0.006869821621792436,-2.9262078664826774e-05,2.9262078664826774e-05,2.085231386161901e-05,-2.085231386161901e-05,-1.845268168354508e-05,1.845268168354508e-05,False,1363,1113,True,True
1362,DSC08003.JPG,246.0,165.0,4.4735798835754395,1.3586387062069343,1.477401724493854,1.0834747392496493,-0.24091531726750207,-0.8940978208321039,-0.3775564814556649,1.1409388263974016,0.8806711197973496,1.7678261999718652,1.1409388263974016,0.8806711197973496,1.7678261999718652,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.698189469499944e-05,0.01972746894510649,0.019735424259202692,0.0008894924274664804,"[1, 1, 1]",0.019741469033407146,6.257769559425697e-05,-6.257769559425697e-05,-9.20614631680916e-05,9.20614631680916e-05,-4.2556834419560374e-05,4.2556834419560374e-05,False,1364,774,True,True
1363,DSC08003.JPG,247.0,165.0,4.544787883758545,1.4097176513858773,1.5162802564356925,1.0518928162049455,0.18697758637402961,-0.8254117390635419,-0.5326676667584037,1.1433772405090046,0.9503299008117452,1.783942189359938,1.1433772405090046,0.9503299008117452,1.783942189359938,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,6.481298479906103e-05,0.0019790764094444477,0.0002651980919913586,0.001961956977965659,"[1, 1, 1]",0.001979437696412594,-5.678087413585331e-06,5.678087413585331e-06,-9.426616223162654e-07,9.426616223162654e-07,-1.2199838334225888e-05,1.2199838334225888e-05,False,1365,1243,True,True
1364,DSC08003.JPG,248.0,165.0,4.475223064422607,1.3471626471896887,1.4842184916181085,1.0707482871559317,0.05933189092757791,0.8978590893819671,0.43626687054272517,1.122583798361371,0.8824663709719087,1.7678552947149981,1.122583798361371,0.8824663709719087,1.7678552947149981,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,6.713415403755479e-05,0.01567616082210957,0.01568762413203683,0.0008192984690965061,"[1, 1, 1]",0.015692590899682807,4.976459901939734e-05,-4.976459901939734e-05,-7.388605362668166e-05,7.388605362668166e-05,-3.500777912135433e-05,3.500777912135433e-05,False,1366,870,True,True
1365,DSC08003.JPG,249.0,165.0,4.504110813140869,1.3639957457389744,1.5018098173405967,1.0542493346983028,0.0429041906774374,0.7249596657648304,0.6874537900371629,1.1179154192651661,0.9107833456065032,1.774287911896332,1.1179154192651661,0.9107833456065032,1.774287911896332,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.461367513237215e-05,0.008697460866738813,0.008699667373567735,0.0005522120559526194,"[1, 1, 1]",0.008707323795694983,2.5679017186863717e-05,-2.5679017186863717e-05,-3.616661855443404e-05,3.616661855443404e-05,-1.4678281088364997e-05,1.4678281088364997e-05,False,1367,1189,True,True
1366,DSC08003.JPG,250.0,165.0,4.535465240478516,1.382726701274396,1.5206878237042027,1.036778157937685,0.005818412265088084,0.8983660911334603,0.43920896209014315,1.1135184010109016,0.9415114266215762,1.7812822742359469,1.1135184010109016,0.9415114266215762,1.7812822742359469,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.632416267195583e-05,0.002256504203666554,0.001996108360665542,0.0011446573555848856,"[1, 1, 1]",0.0022788701239709226,2.4626678700734317e-06,-2.4626678700734317e-06,-6.87460614945401e-06,6.87460614945401e-06,-7.292447982365502e-06,7.292447982365502e-06,False,1368,1347,True,True
1367,DSC08003.JPG,251.0,165.0,4.492791652679443,1.3420362731659055,1.5021037748217876,1.04614817440549,0.09809322592494922,0.8013130543067218,0.5901483779739377,1.0973920846845182,0.8999158589185431,1.771351227446862,1.0973920846845182,0.8999158589185431,1.771351227446862,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.789752476728873e-05,0.008063156885587758,0.008063234586151583,4.608005486005203e-05,"[1, 1, 1]",0.008063261525788321,2.4880062261978253e-05,-2.4880062261978253e-05,-3.5579907466276595e-05,3.5579907466276595e-05,-1.5152029381404475e-05,1.5152029381404475e-05,False,1369,1180,True,True
1368,DSC08003.JPG,252.0,165.0,4.512275695800781,1.3511968642307628,1.5149944624828833,1.0329410166989055,0.006689489053705152,0.854020626751518,0.5201961359133156,1.091052948071983,0.9190474763020576,1.7756304604410431,1.091052948071983,0.9190474763020576,1.7756304604410431,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,3.7415460311676796e-05,0.004497480059610079,0.00450927985369181,0.0005769191817148827,"[1, 1, 1]",0.004521823011747772,1.2767936461877127e-05,-1.2767936461877127e-05,-1.7159828475721284e-05,1.7159828475721284e-05,-5.876639812107953e-06,5.876639812107953e-06,False,1370,1381,True,True
1369,DSC08003.JPG,253.0,165.0,4.499770164489746,1.3347543637678478,1.5116618765224394,1.0314033671670033,0.008364908626960226,0.8428868198395733,0.5380258704229691,1.079753714976926,0.9069249171725323,1.7725977704874876,1.079753714976926,0.9069249171725323,1.7725977704874876,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,3.69673799916695e-05,0.00476720484805101,0.004771190179983456,0.00022967145851356317,"[1, 1, 1]",0.004771962177492544,1.4468595470829015e-05,-1.4468595470829015e-05,-1.9916294705435433e-05,1.9916294705435433e-05,-7.4728695143022605e-06,7.4728695143022605e-06,False,1371,1342,True,True
1370,DSC08003.JPG,254.0,165.0,4.514930248260498,1.3404022309527033,1.5223840301996001,1.019724240234045,0.03602140309111491,0.8297804301034815,0.5569262934506045,1.0726684625397866,0.9218327492418945,1.7758872582932521,1.0726684625397866,0.9218327492418945,1.7758872582932521,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,2.7225542739586642e-05,0.0025877401767204775,0.0026174160272475007,0.0005046257285864937,"[1, 1, 1]",0.002626967029683132,7.240342358105778e-06,-7.240342358105778e-06,-8.784929041105727e-06,8.784929041105727e-06,-1.698122058080287e-06,1.698122058080287e-06,False,1372,1507,True,True
1371,DSC08003.JPG,255.0,165.0,4.52763032913208,1.344049165548104,1.5318736046183223,1.0089121132081504,0.1312412302459244,0.8607914262813949,0.4917457268995616,1.0651551469863152,0.9343376063166103,1.7786135899588005,1.0651551469863152,0.9343376063166103,1.7786135899588005,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,1.8968100566700694e-05,0.0011564416828175556,0.0011969812130196444,0.0004875533444116364,"[1, 1, 1]",0.001226342348531113,2.60135753515911e-06,-2.60135753515911e-06,-2.5926480906601768e-06,2.5926480906601768e-06,3.6374124778859596e-07,-3.6374124778859596e-07,False,1373,1567,True,True
1372,DSC08003.JPG,256.0,165.0,4.488409519195557,1.3064178170357723,1.5149023200450333,1.0173028612212982,-0.01147983999439,0.9237108686613281,0.38291832600521725,1.0499942963599018,0.8961110540923497,1.769479759630087,1.0499942963599018,0.8961110540923497,1.769479759630087,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,3.52150757295949e-05,0.00132164353479213,0.0013523850016520628,0.00028820646668135,"[1, 1, 1]",0.00135254399598036,4.159948832960225e-06,-4.159948832960225e-06,-7.561962012569978e-06,7.561962012569978e-06,-5.3200937673025805e-06,5.3200937673025805e-06,False,1374,1396,True,True
1373,DSC08003.JPG,257.0,165.0,4.5321879386901855,1.3347081245777295,1.54026081975732,0.9949351956049322,-0.08476202766436132,0.8065341674994617,0.5850795119658322,1.0469645734629958,0.9389832195991704,1.7793034899564888,1.0469645734629958,0.9389832195991704,1.7793034899564888,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,9.935044488136247e-06,0.00020134039061506064,0.00037468700551196183,0.0003301709488532809,"[1, 1, 1]",0.00038075050189650717,3.632511051954168e-07,-3.632511051954168e-07,1.0618201078393952e-06,-1.0618201078393952e-06,2.5107995007545014e-06,-2.5107995007545014e-06,False,1375,1474,True,True
